Transaction_ID,Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms
a71619e6-4c66-4c0f-86ff-4b76500f9914,Honduras,system,Export,2132,3604.72,20-05-2023,Clothing,West Kelly,634767,1616.41,Air,Oconnor-Nelson,Chelsea Lara,22292157,Cash on Delivery
2c5f4867-f22c-460d-9d02-833319e86575,Gibraltar,politics,Import,6834,1453.51,31-03-2022,Clothing,Parkville,138709,1807.37,Sea,Rangel and Sons,Christina Herman,7595877,Net 60
75333dba-b391-4ab7-8960-17247e7c6aec,Austria,claim,Export,7681,4109.7,19-06-2023,Clothing,Davidmouth,948238,3501.79,Sea,Howard Ltd,Taylor Mcclure,49380440,Cash on Delivery
5e83e541-4492-4c12-ae81-81f8c958a770,Martinique,down,Import,4175,7389.77,27-09-2020,Machinery,East Andrewberg,165136,3693.1,Air,"Shaw, Huang and Davis",Allison Walsh,37881562,Cash on Delivery
3f33296d-5f7e-494a-81cf-843631cc32bb,Antarctica (the territory South of 60 deg S),from,Import,3577,5136.21,25-12-2020,Electronics,Lake Jamesborough,130671,3511.29,Land,Watson-Blackburn,Erika Smith,47138106,Cash on Delivery
fe4e460f-875d-42e3-a3b9-c7bd9c1fdb59,South Georgia and the South Sandwich Islands,rather,Import,5103,2542.78,28-07-2022,Machinery,East Timothy,566272,1608.68,Sea,Alvarado-Cruz,Samantha Schmidt,3205246,Net 30
cacc0bf0-fb9f-4a0b-b4b3-72841d915117,Poland,film,Export,3214,5184.49,07-06-2022,Clothing,New Kevin,481117,1673.46,Air,Higgins PLC,Donald Bowen,17226544,Prepaid
4ed41517-d922-46b5-a213-3ac2fd3c0dcd,Burkina Faso,own,Export,7337,1955.15,28-02-2020,Electronics,West Yvonneburgh,949486,4969.01,Land,Gray Inc,Craig Ingram,72767290,Net 30
c984912c-6b53-4f56-879f-4a6e2b96d0ed,Saint Helena,positive,Import,4926,3628.56,04-07-2022,Toys,New Lisamouth,415193,238.73,Land,"Reyes, Johnson and Vega",Heather Johnson,58996084,Net 30
5f6e3974-fd02-43cd-9d6d-d706ce60296b,Peru,have,Import,2486,8552.1,02-09-2024,Toys,South Rhonda,365155,2092.96,Land,Watkins-Garza,Omar Pearson,95517738,Net 30
9430efd1-2d92-432d-b54a-b5b69dd516b4,Austria,animal,Import,1741,7647.87,28-06-2023,Furniture,Port Margaretchester,432038,4819.47,Land,Weiss Inc,Calvin Palmer,59717129,Cash on Delivery
31fc4728-4bc1-4248-a815-9dd7e7801601,Malawi,laugh,Import,378,228.21,10-10-2019,Clothing,Caseland,408888,4697.86,Air,Martin-Miller,David Johnson,42640585,Net 60
44827928-a915-4dd4-8f8b-7281d0ae95b4,Bahrain,environmental,Import,8072,6702.91,20-02-2023,Machinery,Jessicaborough,427376,873.73,Sea,Spencer Group,Patrick Dixon,33486132,Net 30
5000f27b-9b72-42e6-a35b-8ec058375c8a,Benin,personal,Export,3869,8748.78,31-08-2020,Clothing,New Michaelshire,789004,2792.21,Land,Fernandez-Matthews,Tyler Lane,76542259,Prepaid
b3876d10-99de-4bc5-99d0-2e406037a3a7,Burkina Faso,western,Export,1815,3980.99,22-06-2022,Machinery,East Nicholas,179818,4601.51,Land,Phillips Group,Michael Carter,23134593,Net 30
e532e5b9-b7db-4aff-9bb0-f5bbc86a22fb,Lebanon,carry,Import,1554,8002.69,19-12-2022,Clothing,Newtonborough,873020,3164.98,Land,Brown Ltd,Jared Cross,53428623,Prepaid
c6cdc9e8-b82b-418b-ab4e-648694f4c7e0,Wallis and Futuna,teacher,Import,2274,9509,28-08-2024,Clothing,North Leslie,710562,1017.81,Land,Becker Ltd,Regina Byrd,29796747,Cash on Delivery
ef773245-60ac-457b-9cec-53a1cdb4b13e,Mauritius,particular,Import,4600,8532.95,14-01-2022,Machinery,South Dylanshire,923584,553.07,Air,Bryant-Clarke,Robert Shields,45172858,Net 60
ccc6de1f-b0ee-461b-8935-d6cf3486312b,Malta,short,Import,8527,1500.79,10-10-2020,Machinery,West Devinberg,874984,1536.58,Land,"Hendrix, Harris and Mercer",Veronica Powell,90701799,Net 60
e54b9b00-a87f-4de4-bd93-094a35609f2a,Central African Republic,continue,Export,379,6226.37,20-07-2024,Clothing,Shannonmouth,589805,2504.8,Air,"Rivera, Carter and Chen",Kathy Holt,30262686,Net 60
81fc446b-5658-48ef-86f4-d4babc9b805a,American Samoa,impact,Export,2791,3426.75,15-02-2022,Furniture,Villarrealmouth,772148,2042.83,Sea,Brown Group,Jacob Lamb,97944207,Net 30
3fee6277-bf90-44b9-8e87-e8503a65b6e2,Sao Tome and Principe,maybe,Import,4309,7683.8,08-05-2021,Electronics,North Travis,930134,1322.88,Land,Wilson-Coleman,Dr. Veronica Bennett,40842011,Net 60
b69da0da-c0f4-47a4-bdb4-aa2cf9a31bd2,Israel,cover,Import,2548,5175.12,21-01-2021,Machinery,Port Mary,237993,353.86,Land,Wolfe and Sons,Mark Alvarez,8071637,Net 60
f54c01fd-7a0b-4b39-bde6-3c4fdf333f14,Suriname,explain,Export,882,7804.43,16-07-2022,Machinery,Griffinborough,610698,1951.62,Land,Barton LLC,Andrew Landry MD,85891658,Net 60
2234c048-1c0e-44d7-8307-fd763fe6fd18,Chile,second,Import,6445,6134.52,07-12-2021,Machinery,South Jeremyshire,467305,4980.93,Sea,Henry PLC,Lori May,19601402,Cash on Delivery
c5def2ff-4577-489b-bbc1-73c7265c2480,Tonga,environmental,Import,177,2025.1,07-12-2019,Machinery,Espinozachester,464069,3333.74,Sea,Coleman-Miller,Bryan Riley,11240120,Net 30
c74ab14c-20f4-4b5e-9128-f896c838435a,Guyana,seat,Import,463,7808.3,25-02-2020,Furniture,Beverlychester,845339,1982.23,Air,Olson-Anderson,Jennifer Ferguson MD,37911386,Prepaid
f9ec2ba7-0aba-42c0-91ab-d170ffa5dcb1,American Samoa,late,Import,271,1454.64,11-06-2022,Clothing,Amyview,485236,2678.1,Air,"Montgomery, Hooper and Wilkinson",Amber Padilla,84242201,Prepaid
b5c4a0e4-9348-442d-aed8-6de191d5a041,Barbados,should,Import,6277,2543.95,01-07-2020,Clothing,Olsonton,944915,4202.37,Air,Mercer LLC,Kimberly Stout,98060144,Prepaid
601a57ec-2a7d-402c-a019-4c32806a5ab8,Venezuela,us,Export,7831,1211.59,03-08-2023,Machinery,East Jessica,524194,1704.37,Sea,Wilkerson and Sons,Amanda Blankenship,67186099,Net 30
0a508313-d91d-45a8-9f0b-2a7076ee73db,Chile,which,Import,8419,9485.32,16-03-2023,Furniture,Lake Brianna,315780,4278.55,Air,"Macdonald, Young and Maldonado",Dennis Solomon,22685694,Cash on Delivery
a15070fe-5e66-4c1b-b7c8-01a841c2a02f,Azerbaijan,that,Export,8230,7688.98,07-03-2022,Electronics,Lake Carrietown,240244,2142.34,Sea,"White, Barnett and Figueroa",Brianna Scott,55356519,Cash on Delivery
ebda5b7f-63e8-4fdf-99c6-50ed4e447a0a,Eritrea,drop,Import,5489,3238.3,06-09-2024,Toys,Higginsside,359869,2782.3,Land,Miller PLC,Veronica Smith,69654112,Net 30
1088a81b-85b1-4cd4-aea0-026b9cbbb38e,Saint Martin,we,Import,9363,1602.69,03-01-2023,Toys,South Melanieview,348876,1737.7,Land,Odom Inc,Justin Cook,43469760,Cash on Delivery
be7bf2ce-781a-468d-ab6e-3034f5217b7b,Monaco,pass,Export,5084,1464.46,05-09-2020,Toys,Samanthamouth,661634,4675.83,Sea,"Walter, Owens and Kirk",Brandon Sherman,45471045,Net 60
6a85c5ae-04a8-435c-bf9d-7cf64de75665,Tonga,like,Import,4632,8313.44,16-03-2021,Furniture,Lake Josephhaven,340644,2476.97,Air,"Rice, Clark and Cox",Jesse Richards,39983995,Net 30
72962d39-d502-4185-9bcd-6b874b297968,Singapore,yourself,Export,5768,8337.33,10-06-2020,Machinery,Coreyberg,206045,3063.84,Land,"Gonzalez, Mills and Brown",Michael Jackson,46434605,Cash on Delivery
9787fdcd-9294-4cc6-a8dd-17fffee5c63f,Ghana,analysis,Export,8554,4003.2,17-03-2021,Toys,South Vanessa,926342,4858.07,Sea,Miller-Wiggins,Vincent Sherman,52457638,Cash on Delivery
affce8e9-62de-4fdb-bd32-8aa57b825faf,Hong Kong,get,Import,2540,1700.01,19-03-2022,Clothing,Gilesstad,274568,1661.91,Air,"Green, Young and Wilkerson",Stephanie Vega,71911706,Cash on Delivery
9ad098f6-599d-4000-ba17-9e2f54ed0e60,Lesotho,prove,Export,1737,8423.74,19-08-2022,Toys,East Samantha,848718,2575.66,Land,Green Ltd,Dale Murphy,61512068,Cash on Delivery
4ed0cd4d-5850-45c2-a0a2-2b16cf1e6ccf,Italy,purpose,Import,2700,4374.2,02-02-2024,Machinery,Lake Christopherport,507994,1174.93,Sea,Johnson PLC,Karen Williams,93945444,Cash on Delivery
848d6744-2489-473b-b5fa-9dc0938d4510,Micronesia,rule,Export,7449,3535.85,12-10-2022,Electronics,East Deniseview,731489,4198.53,Sea,"Wilkinson, Hall and Martinez",Catherine Hopkins,76468730,Net 30
15cb2927-4ea1-4715-b470-8c02e1530b8f,Saint Vincent and the Grenadines,win,Export,5163,8399.21,02-12-2021,Furniture,Joyceville,705058,1505.09,Land,Huerta-Brown,Logan Rivera,75165414,Cash on Delivery
1dd9c6e3-4058-4def-a3d3-f42c751c3680,Georgia,purpose,Import,2025,1350.87,10-10-2022,Electronics,Amyville,345303,4323.67,Sea,"Oneal, Hansen and Sims",Natasha Alvarado,28623917,Prepaid
834074d0-f06d-46da-9c03-36c12a173c6a,Pakistan,since,Export,4612,7452.51,23-08-2020,Toys,Marcusbury,938082,2555.9,Land,Sullivan and Sons,Nicole Rodriguez,19167749,Prepaid
942371e1-ed79-4d00-ba38-2a53b4273b04,United States of America,produce,Export,6744,665.34,30-01-2023,Furniture,Mileschester,470959,4903.57,Air,Clark-Marquez,Paula Brown,70424777,Net 60
ecc5abef-8d73-420b-bc55-8b980a66713a,Netherlands Antilles,develop,Export,7802,9987.98,28-10-2020,Toys,Jasonburgh,427632,3384.1,Land,Howard-Moore,Amanda Griffin,51476400,Net 60
ad140ff0-f6d1-4dda-af0c-b02d9981fd1d,Poland,least,Import,8846,216.01,20-08-2022,Electronics,Moyerborough,911882,1806.47,Air,Ramos-Johnson,Zachary Barnes,57844633,Net 30
33755744-a22a-45f9-ab5a-8e04b76a548c,United Arab Emirates,service,Export,9077,5975.24,08-03-2022,Toys,Whiteton,553188,2330.91,Sea,Orr-Castro,Mary Kelly,93400656,Net 60
a1ba4586-e54d-47a1-8260-845744ab05ee,Pitcairn Islands,able,Import,5778,5722.83,10-09-2021,Furniture,Angelicabury,392891,1427.74,Air,"Gomez, Beck and Torres",Jeffrey Davis PhD,80564629,Net 60
a92cb4a1-0040-4cf5-99bb-b4dc975fc838,Georgia,or,Export,8765,5417.6,09-12-2019,Furniture,Sweeneyfort,623522,1940.86,Land,Caldwell-Adkins,Michael Mason,26400723,Cash on Delivery
542c5ceb-dc3d-4675-9199-dff0a3b37291,Chad,far,Import,5770,2916.97,30-12-2022,Furniture,Lake Jessicahaven,728526,4876.83,Sea,Kidd-Reed,George King,75578466,Cash on Delivery
1704e146-312c-4940-a497-78e2194c955f,Saint Vincent and the Grenadines,offer,Import,7076,7785.2,08-10-2020,Machinery,Jackieville,986631,1900.38,Air,"Johnson, Walker and Hall",Robert Dyer,28313903,Net 60
f0740b85-0ab7-45a4-a1e5-d4398b3d69b7,Ethiopia,reduce,Export,7792,4349.82,02-02-2024,Machinery,Bakershire,423621,4185.35,Air,Trevino Inc,Michael Sullivan,23122745,Prepaid
499e9ebb-93fd-411f-b674-bb4c633609a2,Korea,too,Import,2154,6511.1,10-03-2024,Furniture,Hansonmouth,262243,4094.25,Land,"Williams, Mullins and Hughes",Paula Martin,29447297,Cash on Delivery
8ec7f527-d9d2-4887-a04e-de013ef096e4,Guadeloupe,paper,Export,9822,9133.61,06-08-2022,Clothing,North Paula,581656,3443.11,Air,Hunter Inc,Thomas Wolf,68419833,Net 30
8ecf3f7a-cd3d-4c5d-989e-69781960db47,Congo,type,Import,1536,9419,25-11-2020,Toys,New Allison,259158,2089.89,Land,Rodriguez Group,Ann Martin,63054164,Prepaid
30782287-d58b-4c20-b07f-037e359efb02,Nigeria,tonight,Export,9737,5862.07,11-06-2022,Machinery,Tamitown,508678,3223.53,Land,"Pittman, Fields and Hamilton",Donna Robles,83802459,Prepaid
de7cd151-befe-4eb5-8057-b446a7d01786,Madagascar,me,Export,6304,9522.45,01-11-2021,Furniture,Kennedyfort,238261,4961.98,Sea,Summers Ltd,Amanda Russell,47414497,Prepaid
a5bbcebf-d242-4926-a980-d01d8501bca8,Hungary,data,Export,2168,8706.72,19-09-2022,Electronics,Jessicaberg,485254,1576.59,Sea,"Richmond, Brooks and Harris",Michael Rice,59699051,Prepaid
a229d3df-c0fa-470f-afe2-b89d297a2fa0,Uganda,street,Import,5994,7192.5,06-01-2021,Electronics,Randyborough,748137,2302.11,Air,Jackson LLC,Zachary Mills,60715980,Net 60
d82d87e4-4040-4119-8655-114404f896dc,Bangladesh,whose,Import,4916,1295.43,13-08-2021,Furniture,North Stephenhaven,735158,2224.25,Sea,Farmer-Hoffman,Stephen Summers,15449381,Cash on Delivery
4b833e20-73bb-449a-8096-34b215d3c9ba,Jersey,machine,Export,4570,4661.99,13-10-2021,Clothing,Danielleside,637062,2544.41,Land,Perez-Stuart,Kevin Sexton,79399097,Net 30
5dcfaefc-e1ea-46fa-8738-2fd946b82037,Australia,question,Import,5902,3730.74,29-06-2022,Electronics,East Josephport,556009,4016.38,Sea,Stevens PLC,Nathan Lucas,16191907,Cash on Delivery
f208075c-c31b-46d0-ab3b-eb4f0a676a61,Swaziland,family,Import,3132,4119.66,11-05-2020,Furniture,Jeremytown,212040,2886.71,Land,Wright Inc,Karina Vasquez,79071763,Cash on Delivery
0ad75046-9ea4-446f-8857-cabee086f500,Austria,me,Import,2865,6018.12,03-11-2023,Clothing,North Alejandrobury,359421,3672.02,Sea,Brooks LLC,Brittany Morgan,38152600,Cash on Delivery
251a45b2-0071-4bb7-9b8a-d161327d01d0,Somalia,street,Import,3039,9722.87,28-10-2022,Clothing,Lake Dianefort,916170,4185.03,Land,"Potts, Harrison and Thompson",Katie Tate,58992874,Cash on Delivery
82d95410-d3bf-4cab-b389-897c160b3ffa,Afghanistan,would,Import,9356,3066.27,22-01-2020,Clothing,Armstrongberg,451532,152.06,Land,Hanson-Garcia,Christina Jordan,49231302,Net 60
683ed209-e7e5-4bb5-a53d-2dd1a47f0382,Russian Federation,four,Export,8010,195.31,15-04-2022,Electronics,South Heather,562057,4610.24,Land,"Baker, Mcdonald and Evans",Jessica Gates,86607464,Net 60
19c502db-1bad-42f5-90da-e03db25b8444,British Virgin Islands,yourself,Export,877,5694.98,23-02-2024,Furniture,West Joshuaberg,888659,3977.97,Sea,Snow-Allen,Monique Davis,59785212,Net 30
157245a6-50d2-498b-bdef-65bfa46d6bca,Uganda,speech,Import,1935,1754.86,19-01-2023,Toys,Rhondafort,536568,3327.72,Air,Rodriguez LLC,Thomas Wilson,5133142,Prepaid
885811a5-2df0-4d01-aded-524ba057b678,Mayotte,necessary,Import,6208,379.57,16-01-2022,Machinery,Port Belindastad,292205,2206.33,Air,Stewart-Martin,James Gallagher,16037391,Prepaid
7c6000ec-b464-407f-bc44-39abcbebc040,Burkina Faso,term,Import,7525,1965.95,20-01-2022,Electronics,South Joseph,316581,2540.13,Land,Barnes-Williams,John Robles,74266440,Prepaid
17fafba0-9a4e-4610-9c5e-a35b866294bf,Dominica,those,Import,5036,2108.47,30-11-2022,Clothing,North Amanda,993051,4508.56,Sea,"Smith, Perry and Henderson",Jordan Mullins,40271769,Prepaid
3b4e134a-8367-4cb1-909c-0f916e999c46,Angola,stuff,Import,1725,2672.26,06-02-2022,Clothing,Denisetown,312102,4149.16,Sea,"Mason, Brown and Morse",Lauren Gross,44885796,Cash on Delivery
e5c85b51-55a7-41ba-b76b-a3668250b447,Swaziland,indeed,Export,3160,3603.08,13-01-2022,Furniture,South Douglasfurt,251067,3560.54,Sea,Campbell-Lee,Caitlin Berry,69962692,Cash on Delivery
71a48a01-61c0-4f4c-83ce-962b456f7d31,Bhutan,near,Export,1665,9025.99,15-11-2021,Toys,Jordanfurt,431162,3274.2,Sea,Ryan-Bradley,Denise Rivera,91463474,Net 30
a6d95dc6-000a-4086-90ee-93b91bfff4d0,Saint Vincent and the Grenadines,bank,Export,4187,4343.55,11-01-2020,Machinery,Baileyburgh,880159,4264.84,Sea,Abbott and Sons,Joy Beard,10035052,Prepaid
14aa57aa-dfad-424a-a8aa-e253c11b89ef,Botswana,expert,Import,2222,7029.27,06-11-2022,Toys,Alexanderbury,992311,4421.63,Land,Skinner LLC,Laurie Clay,57389117,Net 30
8b8afb48-4b5f-467c-8bae-cc6d5839fa50,Guam,assume,Export,7651,4360.56,02-09-2020,Furniture,West Jocelyn,858149,3526.42,Sea,"Barr, Everett and Moore",Patrick Murphy,39973378,Cash on Delivery
df85e6bf-e2cf-4ef5-8ec1-78acbd797e9a,Albania,team,Import,2102,2770.56,29-07-2023,Clothing,Mclaughlinborough,667495,3586.76,Land,Walker and Sons,Amber Pierce,74266120,Net 30
f9e78a22-2ebd-44e7-9f26-595e0c054854,Isle of Man,certain,Export,7467,9745.33,15-02-2021,Clothing,Granttown,160158,2780.47,Land,"Pearson, Phillips and Swanson",Jacqueline Padilla,85329794,Net 60
84ea82e3-5bdf-4814-bf3d-0382194cceef,Benin,beat,Export,8089,8854.44,24-12-2019,Machinery,North Jennifer,295424,4848.88,Land,Riddle-Holden,Tabitha Spencer,72834722,Net 30
c098d286-08e5-4f8e-b3b0-eae2d4f7e1c6,Palau,end,Import,1697,8293.16,19-12-2022,Furniture,Lake Dylan,552692,66.8,Land,"Robertson, Rosario and Frey",Tammy Mejia,61601049,Net 60
3c71efbd-f0b8-4177-8c51-943d54e964d4,Romania,make,Export,5598,5892.37,18-10-2023,Toys,Port Susan,411180,286.28,Sea,Collier-Crawford,Kayla Erickson,23634411,Net 30
16e77920-5120-4f9c-b94b-a37c928b66d5,Bosnia and Herzegovina,million,Import,5773,2605.93,18-10-2022,Machinery,Smithhaven,621901,3187.62,Air,"Schwartz, Jones and Johnson",Glenda Fischer,4782003,Prepaid
14ab54b4-c114-497f-acee-452fde13865c,Cocos (Keeling) Islands,speech,Import,360,1023,21-10-2020,Electronics,Oconnormouth,461127,2153.06,Air,Gray and Sons,Sandy Kim,74519582,Net 30
ef1cc4d8-e21d-4459-994e-36b30e016456,Turkmenistan,report,Export,6623,6412.72,13-10-2023,Clothing,Francoland,581501,332.39,Air,Moore LLC,Mark Jones,90404881,Cash on Delivery
63edc7e0-7ff6-415e-923c-9ef4eb002884,Northern Mariana Islands,but,Export,9205,8993.66,29-09-2019,Furniture,Pennyview,459552,2228.74,Land,"Garza, Anderson and Anderson",Kathleen Johnson,45095618,Cash on Delivery
7f62ee1d-6767-433e-b070-bdcba0cf5cdd,Belgium,upon,Import,2644,8180.09,28-06-2024,Electronics,Scottbury,606507,3965.17,Land,Ellis-Pena,Tony Smith,62808929,Prepaid
0be31109-a185-446d-9be9-d91857a798d8,Indonesia,majority,Import,9526,3382.56,31-10-2020,Toys,New Jeffery,728705,3212.15,Sea,Reed Ltd,Ryan Ortega,35115764,Cash on Delivery
17d6f52e-72c7-4a99-a1c7-dfdec59690b6,Sudan,require,Export,8617,9468.01,30-08-2024,Electronics,New Lauren,799893,4559.51,Sea,"Palmer, Hunt and Stokes",Jordan Lewis,94833879,Cash on Delivery
69c897da-22f4-460d-9762-0ecd8b06b169,Congo,sing,Export,2944,422.02,30-03-2024,Electronics,New Terrance,238947,3689.02,Land,Cobb-Rogers,David Jordan,75936987,Net 30
ebceb340-71b2-4aba-8800-f129579704ad,Guadeloupe,send,Import,9421,3434.69,07-01-2021,Electronics,Lake Georgeborough,123250,298.55,Air,"Sanders, Ferguson and Richardson",Kelly Holmes,39412695,Prepaid
2c29e2c5-9c6a-458e-a83c-e69ce463f3a0,Christmas Island,someone,Import,2079,4013.79,26-04-2022,Electronics,Allenborough,945904,4577.58,Air,Armstrong Group,Elizabeth Schwartz,36330667,Cash on Delivery
77106d15-cdff-4c31-b773-61315b434e02,Belarus,worry,Import,4028,9362.87,18-02-2020,Toys,Andrewberg,332668,2080.45,Air,"Baker, Williams and Sanders",Fernando Perez,54868843,Prepaid
9f51958a-94b6-43ed-9aed-b7243d49659f,Bahamas,east,Import,7078,7680.77,15-05-2020,Clothing,Dustinberg,333889,1034.86,Land,Garcia-Jarvis,Bradley Douglas,31651795,Prepaid
ad19aca3-0351-49a9-868b-a1d3f1c37d63,Niger,lawyer,Import,4291,4447.99,26-02-2023,Clothing,New Brad,699350,1821.95,Sea,Garcia-Kerr,David Cox,2223742,Prepaid
d0a01970-c5e3-48d4-b84c-1b4d93f90ad6,Cyprus,early,Import,9958,5448.88,11-12-2023,Toys,Vincentbury,669697,3617.97,Air,Gibson-Jennings,Dr. Walter Harris,80290921,Net 60
e188ea61-3f0e-411d-937b-75328b36e20e,Cambodia,let,Export,4197,1041.67,05-02-2021,Electronics,North Mitchell,939700,1873.45,Land,Rose-May,Dan Finley,75225482,Net 60
2d9a5462-9b7f-4e35-96fb-588cde44ea1c,United Arab Emirates,base,Export,2631,4637.28,31-10-2022,Toys,South Johnchester,799567,1960.49,Sea,Stephens LLC,Kimberly Hall,22556364,Net 60
3d8ab858-70e8-4f99-bbf2-a7a36aadd5ee,Pakistan,management,Export,3726,4802.45,15-11-2022,Clothing,South Alexander,671641,2151.55,Sea,York PLC,Cody Brown,44666574,Cash on Delivery
4d1aa07e-aca2-4647-87fa-b649e2631aac,United Kingdom,difference,Export,3827,8152.03,12-04-2023,Machinery,Lake Ethanstad,756147,3516.39,Sea,"Chandler, Wright and Tucker",Chris Obrien,6967693,Prepaid
9d1a45ce-abdc-4286-9d33-37cbfd61c6fc,Lesotho,three,Import,559,7758.36,18-11-2021,Machinery,West Randallhaven,179404,2009.59,Air,Ellis-Miller,Tammy Mahoney,32852987,Cash on Delivery
cb31d2e4-7e41-4579-812f-127e1b94cb70,Gambia,glass,Import,8911,3188.96,27-05-2022,Furniture,Ricefurt,718226,1658.11,Sea,Thomas-Nelson,Mark Murphy,67749324,Prepaid
e43ed5f7-0408-44fe-8efe-eadca2e5ed03,Bangladesh,skill,Export,6234,5372.21,03-02-2024,Toys,West Timothy,861806,3214.65,Sea,"Foster, Torres and Byrd",Donald Hart,63606147,Cash on Delivery
be6ee166-a528-419a-b162-22de27dc7d9d,Iran,service,Export,4982,3237.98,14-03-2020,Furniture,North Nathanshire,882592,1230.06,Air,Perkins-Huang,Andrea Robinson,5864985,Prepaid
7a8e6f61-b573-42b3-89df-f09c0d5d816e,India,listen,Import,4492,8136.46,25-06-2020,Electronics,West Michaelland,338419,2168,Land,Adams Ltd,Brenda Payne,86293439,Cash on Delivery
259aabbe-6f18-4807-b1b1-71b6225f39f3,Malaysia,share,Export,5241,555.43,22-05-2020,Electronics,Rodriguezport,742221,342.24,Air,Berry Group,Mark Stone,67218953,Cash on Delivery
0a24076e-a335-4b03-a152-aaa9cc01bc9b,Norway,when,Import,3200,9299.69,22-08-2020,Clothing,Johnsonfort,952195,2935.22,Sea,Aguirre-Cole,Gregory Smith,63814274,Net 30
ff4db03d-8f56-498e-aa2b-8bf9345ce8cb,Lebanon,sign,Export,8533,6161.08,10-01-2021,Clothing,Jacobtown,842924,4904.56,Sea,Huffman-Garcia,Wanda Porter,23079009,Net 60
f9e7168e-356a-409c-85aa-62fab72f51d3,Ukraine,admit,Import,6238,6648.3,12-07-2021,Electronics,Mosleybury,335918,2564.64,Sea,Brown LLC,Mallory Cohen,42942624,Net 30
89baedaa-2775-4a94-b57b-be581134ea8c,Uganda,government,Export,8286,2768.07,08-03-2020,Furniture,Jacksonview,341644,89.7,Land,Hunter-Hall,Rachel Richardson,90672994,Net 30
66aae204-32fc-4ab1-812d-87cec7a9cc25,Uruguay,listen,Import,9639,5392.4,28-04-2023,Electronics,East Manuelborough,751263,899.1,Air,"Rodriguez, Collier and Roy",Mark Stanton,21234073,Net 60
bc40bfa5-f4bc-4f43-a34a-e853c7bfd565,Togo,base,Export,1463,7755.51,27-10-2022,Electronics,South Elizabeth,237917,4507.73,Air,Ortiz-Johnson,Jamie Hodge,97271071,Cash on Delivery
a92410df-ce89-4d5b-8d6e-fae1b4e205e4,Congo,produce,Export,7086,3791.48,19-06-2023,Furniture,Lake Antoniofort,953894,1038.57,Sea,Carpenter Inc,Martin Henry MD,38234049,Cash on Delivery
7a3dad4c-bb7b-4188-b83f-e6d7c8ea4e96,Tonga,newspaper,Import,4507,6055.73,24-02-2023,Toys,Lewisfort,732790,1870.39,Air,"Smith, White and Mahoney",Jason Branch,39381097,Cash on Delivery
b6026e8a-0260-49f0-9fdb-eaf0b1bfca2e,Paraguay,them,Export,3785,9121.52,08-04-2022,Toys,Andrewfurt,337752,1067.11,Air,Williams-Tyler,Tamara Reyes,57000315,Prepaid
4563a8eb-667e-4c95-85d4-0ed2763f7abd,Tonga,training,Export,639,9535.6,28-04-2022,Toys,Pooleland,846557,3495.93,Sea,"Lester, Vaughan and Campbell",Robert Clark,13505842,Prepaid
db0d4810-c477-4dad-85b7-e19cc8466f9c,Sudan,environmental,Import,6322,7744.49,25-05-2023,Clothing,Turnertown,155208,3230.43,Air,Garrett-Watkins,Cindy Reyes,92697662,Prepaid
e07858fa-badf-49f7-b45d-072e7078c9f4,Finland,build,Import,6164,8120.78,26-11-2022,Electronics,Johnburgh,386596,4517.75,Air,"Logan, Brooks and Wiley",Tyler Boyle,30576468,Net 60
32b4d46d-dc89-469c-bc59-71932cb77d6c,Saint Helena,decide,Import,7112,9235.57,17-02-2024,Machinery,Anabury,205273,1901.07,Sea,Carter-Cooper,Carolyn Brown,59083953,Prepaid
07d8ab49-76e2-44c4-b1a5-621012fdd312,Myanmar,him,Export,2013,632.11,10-03-2020,Toys,Lake Stevenborough,890462,3299.52,Air,"Johnson, Davidson and Beck",Denise Lowery,13385202,Cash on Delivery
e1ea85b2-d65c-437a-88a4-e00653032234,Cocos (Keeling) Islands,table,Export,8289,9593.77,30-04-2021,Machinery,East Triciachester,401997,4451.65,Land,Brown-Jones,Rachel Crawford,20251416,Cash on Delivery
d277c0ac-1e1b-47c6-98e0-306962ed056d,Pitcairn Islands,reduce,Import,3449,6899.05,04-12-2020,Electronics,North Duaneland,583887,3955.22,Air,Pierce-Fitzgerald,Nicholas Garcia,33301224,Prepaid
62889866-2e94-4e16-a5e8-adc8afed0efa,Saint Barthelemy,likely,Import,7221,7140.01,22-11-2019,Machinery,East Christine,831763,2504.09,Land,"Anderson, Kim and Vasquez",Joshua Carpenter,59850409,Cash on Delivery
8b9db228-ba39-497f-9c06-aff7e911f243,Sao Tome and Principe,direction,Import,491,6679.34,14-11-2019,Toys,East Cory,686800,1258.59,Sea,Gonzalez-Griffin,Kyle Allen Jr.,34369046,Prepaid
2d43ac7d-4fc6-4972-ac48-62a4bd66a210,Lebanon,test,Import,7536,7092.38,28-10-2022,Electronics,Port Tinashire,906227,946.52,Sea,Hatfield-Davila,Robert White,19987450,Net 30
8d448b54-69ad-465d-a9e5-21b4f4323273,Armenia,imagine,Import,503,9312.01,24-05-2022,Toys,West Teresaburgh,408671,1932.21,Land,"Dawson, Coleman and Johnson",David Johnson,68998719,Prepaid
8627f10f-a755-409f-a925-80904462ae96,Cuba,like,Export,348,8583.74,09-10-2021,Machinery,Lake Josephtown,317452,3115.9,Air,Bell-Smith,Angela Fox,89239645,Net 30
